PDB	Family	Protein Type	Subtype	CrossDocking_Family	RMSD mmaker	Atoms Between	Rotatable	MW	Charge	2010/2012	Checked By
1BIR	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1 	0	104	7	361.208	-2	2010	sm/tb
1RNT	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.288	104	7	361.208	-2	2010	sm/tb
2AAD	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.305	104	7	361.208	-2	2010	sm/tb
3BIR	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.323	104	6	366.425	0	2010	sm/tb
1RGK	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.37	104	7	345.208	-2	2010	sm/tb
1RGL	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.387	104	7	361.208	-2	2010	sm/tb
5BIR	Ribonuclease_T1	Ribonuclease_T1	--	Ribonuclease_T1	0.405	103	7	361.208	-2	2010	sm/tb
1MRG	Ribosome_Inactivating_Protein	Ribosome_Inactivating_Protein	--	--	0	246	1	149.155	0	2010	sm/tb
1MRK	Ribosome_Inactivating_Protein	Ribosome_Inactivating_Protein	--	--	0.584	240	6	267.244	0	2010	sm/tb
3STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0	162	6	364.45	0	2010	sm/tb
7STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.3	162	5	334.672	0	2010	sm/tb
5STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.334	162	5	375.421	0	2010	sm/tb
6STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.342	162	5	413.162	0	2010	sm/tb
4STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.364	162	5	338.176	0	2010	sm/tb
2STD	Scytalone_Dehydratase	Scytalone_Dehydratase	--	--	0.554	152	11	502.168	-4	2010	sm/tb
4SGA	SG_Protease_A	SG_Protease_A	--	--	0	181	12	471.533	-1	2010	sm/tb
5SGA	SG_Protease_A	SG_Protease_A	--	--	0.043	181	13	487.533	-1	2010	sm/tb
1XBB	Spleen_Tyrosine_Kinase	Spleen_Tyrosine_Kinase	--	--	0	268	7	493.611	0	2010	sm/tb
1XBC	Spleen_Tyrosine_Kinase	Spleen_Tyrosine_Kinase	--	--	0.514	261	2	465.531	1	2010	sm/tb
3EL8	SRC_Kinase	SRC_Kinase	--	--	--	--	--	--	--	2021	CC
1DF8	Streptavidin	Streptavidin	--	Streptavidin 	0	118	5	243.307	-1	2010	sm/tb
1STP	Streptavidin	Streptavidin	--	Streptavidin	0.363	116	5	243.307	-1	2010	sm/tb
1SRI	Streptavidin	Streptavidin	--	Streptavidin	0.365	115	5	269.28	-1	2010	sm/tb
2IZL	Streptavidin	Streptavidin	--	Streptavidin	0.376	118	5	243.33	0	2010	sm/tb
1SRG	Streptavidin	Streptavidin	--	Streptavidin	0.388	115	5	255.253	-1	2010	sm/tb
1SRJ	Streptavidin	Streptavidin	--	Streptavidin	0.39	114	5	291.286	-1	2010	sm/tb
1SWR	Streptavidin	Streptavidin	--	Streptavidin	0.391	116	5	243.307	-1	2010	sm/tb
1SWP	Streptavidin	Streptavidin	--	Streptavidin	0.448	116	5	243.307	-1	2010	sm/tb
1LI6	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme 	0	162	0	81.1173	0	2010	sm/tb
181L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.171	162	0	78.1136	0	2010	sm/tb
186L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.171	162	3	134.221	0	2010	sm/tb
187L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.179	162	0	106.167	0	2010	sm/tb
182L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.218	162	0	118.135	0	2010	sm/tb
185L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.228	162	0	117.15	0	2010	sm/tb
188L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.278	161	0	106.167	0	2010	sm/tb
184L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.279	161	2	134.221	0	2010	sm/tb
2OU0	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.281	162	0	81.1173	0	2010	sm/tb
183L	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.283	161	0	116.163	0	2010	sm/tb
2OTZ	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.328	162	1	107.155	0	2010	sm/tb
1XEP	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.367	160	2	110.112	0	2010	sm/tb
2OTY	T4_Lysozyme	T4_Lysozyme	--	T4_Lysozyme	0.378	160	0	147.003	0	2010	sm/tb
4TMN	Thermolysin	Thermolysin	--	Thermolysin 	0	316	16	517.519	-2	2010	sm/tb
1Z9G	Thermolysin	Thermolysin	--	Thermolysin	0.101	316	7	251.306	-2	2010	sm/tb
2TMN	Thermolysin	Thermolysin	--	Thermolysin	0.105	316	5	334.672	0	2010	sm/tb
6TMN	Thermolysin	Thermolysin	--	Thermolysin	0.105	316	16	470.459	-2	2010	sm/tb
5TMN	Thermolysin	Thermolysin	--	Thermolysin	0.106	316	16	469.475	-2	2010	sm/tb
1TLP	Thermolysin	Thermolysin	--	Thermolysin	0.119	316	15	541.495	-2	2010	sm/tb
1ZDP	Thermolysin	Thermolysin	--	Thermolysin	0.126	316	7	251.306	-2	2010	sm/tb
1HYT	Thermolysin	Thermolysin	--	Thermolysin	0.127	316	5	206.198	-2	2010	sm/tb
1KRO	Thermolysin	Thermolysin	--	Thermolysin	0.143	316	8	252.247	-1	2010	sm/tb
1QF2	Thermolysin	Thermolysin	--	Thermolysin	0.145	316	10	411.501	-1	2010	sm/tb
1KS7	Thermolysin	Thermolysin	--	Thermolysin	0.147	316	8	265.222	-2	2010	sm/tb
1KTO	Thermolysin	Thermolysin	--	Thermolysin	0.15	316	6	222.221	-1	2010	sm/tb
1KL6	Thermolysin	Thermolysin	--	Thermolysin	0.161	316	6	222.221	-1	2010	sm/tb
1OS0	Thermolysin	Thermolysin	--	Thermolysin	0.161	316	13	493.519	-1	2010	sm/tb
1PE8	Thermolysin	Thermolysin	--	Thermolysin	0.163	316	4	333.388	-1	2010	sm/tb
4TLN	Thermolysin	Thermolysin	--	Thermolysin	0.167	316	4	146.189	0	2010	sm/tb
1KJP	Thermolysin	Thermolysin	--	Thermolysin	0.169	316	9	279.249	-2	2010	sm/tb
1KKK	Thermolysin	Thermolysin	--	Thermolysin	0.169	316	8	265.222	-2	2010	sm/tb
1KJO	Thermolysin	Thermolysin	--	Thermolysin	0.172	316	8	252.247	-1	2010	sm/tb
1KR6	Thermolysin	Thermolysin	--	Thermolysin	0.173	316	9	279.249	-2	2010	sm/tb
5TLN	Thermolysin	Thermolysin	--	Thermolysin	0.177	316	12	322.341	-1	2010	sm/tb
1PE5	Thermolysin	Thermolysin	--	Thermolysin	0.178	316	4	421.497	-1	2010	sm/tb
1PE7	Thermolysin	Thermolysin	--	Thermolysin	0.185	316	4	395.459	-1	2010	sm/tb
1QF0	Thermolysin	Thermolysin	--	Thermolysin	0.2	316	15	491.588	-1	2010	sm/tb
1THL	Thermolysin	Thermolysin	--	Thermolysin	0.2	316	12	474.556	-2	2010	sm/tb
1QF1	Thermolysin	Thermolysin	--	Thermolysin	0.204	316	14	379.5	-1	2010	sm/tb
1KTS	Thrombin	Thrombin	--	Thrombin 	0	252	14	500.58	1	2010	sm/tb
1KTT	Thrombin	Thrombin	--	Thrombin	0.263	252	8	420.515	1	2010	sm/tb
1D3D	Thrombin	Thrombin	--	Thrombin	0.291	250	10	593.628	2	2010	sm/tb
1Z71	Thrombin	Thrombin	--	Thrombin	0.296	250	9	497.328	0	2010	sm/tb
1NM6	Thrombin	Thrombin	--	Thrombin	0.303	249	2	511.067	2	2010	sm/tb
1VZQ	Thrombin	Thrombin	--	Thrombin	0.305	250	7	450.494	2	2010	sm/tb
1OYT	Thrombin	Thrombin	--	Thrombin	0.31	250	6	407.468	1	2012	sm/tb
1SL3	Thrombin	Thrombin	--	Thrombin	0.311	250	10	552.327	0	2010	sm/tb
1D3P	Thrombin	Thrombin	--	Thrombin	0.313	250	12	545.746	2	2010	sm/tb
1ZRB	Thrombin	Thrombin	--	Thrombin	0.315	249	8	493.969	1	2010	sm/tb
1T4V	Thrombin	Thrombin	--	Thrombin	0.317	249	9	497.444	1	2010	sm/tb
1SB1	Thrombin	Thrombin	--	Thrombin	0.32	250	12	573.781	0	2010	sm/tb
1EB1	Thrombin	Thrombin	--	Thrombin	0.337	250	13	424.587	2	2010	sm/tb
1D6W	Thrombin	Thrombin	--	Thrombin	0.338	250	9	527.604	0	2010	sm/tb
1MU8	Thrombin	Thrombin	--	Thrombin	0.339	249	9	446.432	0	2010	sm/tb
1MUE	Thrombin	Thrombin	--	Thrombin	0.339	250	9	467.835	0	2010	sm/tb
1MU6	Thrombin	Thrombin	--	Thrombin	0.344	250	9	432.405	0	2010	sm/tb
1GHV	Thrombin	Thrombin	--	Thrombin	0.346	249	4	254.271	1	2010	sm/tb
1K22	Thrombin	Thrombin	--	Thrombin	0.35	251	13	430.527	1	2010	sm/tb
1GHW	Thrombin	Thrombin	--	Thrombin	0.352	249	5	253.284	1	2010	sm/tb
1K21	Thrombin	Thrombin	--	Thrombin	0.355	249	14	439.578	1	2010	sm/tb
1O5G	Thrombin	Thrombin	--	Thrombin	0.366	249	7	383.446	1	2010	sm/tb
1O0D	Thrombin	Thrombin	--	Thrombin	0.37	249	14	459.569	1	2010	sm/tb
1D4P	Thrombin	Thrombin	--	Thrombin	0.373	250	7	361.467	1	2010	sm/tb
1NT1	Thrombin	Thrombin	--	Thrombin	0.374	250	1	505.013	0	2010	sm/tb
1O2G	Thrombin	Thrombin	--	Thrombin	0.374	249	5	328.393	1	2010	sm/tb
1C5O	Thrombin	Thrombin	--	Thrombin	0.378	250	3	121.162	1	2010	sm/tb
1TA2	Thrombin	Thrombin	--	Thrombin	0.381	250	12	480.027	1	2010	sm/tb
1BA8	Thrombin	Thrombin	--	Thrombin	0.383	252	14	467.569	1	2012	sm/tb
1TA6	Thrombin	Thrombin	--	Thrombin	0.387	250	5	324.159	-2	2010	sm/tb
1C5N	Thrombin	Thrombin	--	Thrombin	0.388	250	3	303.146	1	2010	sm/tb
1C4U	Thrombin	Thrombin	--	Thrombin	0.395	252	11	582.498	1	2010	sm/tb
1D9I	Thrombin	Thrombin	--	Thrombin	0.4	251	8	476.577	1	2010	sm/tb
1NZQ	Thrombin	Thrombin	--	Thrombin	0.402	250	14	459.569	1	2010	sm/tb
1C4V	Thrombin	Thrombin	--	Thrombin	0.425	252	11	529.662	1	2010	sm/tb
8KME	Thrombin	Thrombin	--	Thrombin	0.43	250	28	756.001	2	2010	sm/tb
1UVT	Thrombin	Thrombin	--	Thrombin	0.484	246	8	384.479	1	2010	sm/tb
1JWT	Thrombin	Thrombin	--	Thrombin	0.502	251	10	493.607	1	2010	sm/tb
1ETT	Thrombin	Thrombin	--	Thrombin	0.559	247	10	429.563	1	2010	sm/tb
1YPE	Thrombin	Thrombin	--	--	--	--	--	--	--	2021	CC
2B8T	Thymidine_Kinase	Thymidine_Kinase	--	--	--	--	--	--	--	2021	CC
1KIM	Thymidine_Kinase	Thymidine_Kinase	--	--	--	--	4	242.232	0	2012	sm/tb
1OF1	Thymidine_Kinase	Thymidine_Kinase	--	--	--	--	4	252.27	0	2012	sm/tb
1F4E	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase 	0	264	3	268.314	-1	2010	sm/tb
1F4F	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.556	258	10	425.396	-3	2010	sm/tb
1F4G	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.567	258	14	496.475	-3	2010	sm/tb
1HVY	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.706	241	10	456.479	-2	2012	sm/tb
1JMG	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.755	244	5	306.169	-2	2010	sm/tb
1TSY	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.757	243	5	306.169	-2	2010	sm/tb
1BP0	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase 	0.76	243	5	306.169	-2	2010	sm/tb
1NJE	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.762	245	6	305.184	-2	2010	sm/tb
1JMI	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.77	241	5	306.169	-2	2010	sm/tb
1JMF	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.773	244	5	306.169	-2	2010	sm/tb
1NJA	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.783	242	6	305.184	-2	2010	sm/tb
1NJD	Thymidylate_Synthase	Thymidylate_Synthase	--	Thymidylate_Synthase	0.786	244	5	306.169	-2	2010	sm/tb
1SYN	Thymidylate_Synthase	Thymidylate_Synthase	--	--	--	--	--	--	--	2021	CC
1TDB	Thymidylate_Synthase	Thymidylate_Synthase	--	--	--	--	--	--	--	2012	sm/tb
1N46	Thyroid_Hormone_Receptor	Thyroid_Hormone_Receptor	--	--	--	--	5	367.404	0	2012	sm/tb
1NAV	Thyroid_Hormone_Receptor	Thyroid_Hormone_Receptor	--	--	--	--	6	354.209	-1	2012	sm/tb
1Y0X	Thyroid_Hormone_Receptor	Thyroid_Hormone_Receptor	--	--	--	--	--	--	--	2021	CC
1Q4X	Thyroid_Hormone_Receptor	Thyroid_Hormone_Receptor	B1	--	--	--	--	--	--	2021	CC
1PPC	Trypsin	Trypsin	--	Trypsin 	0	223	13	522.648	1	2010	sm/tb
1PPH	Trypsin	Trypsin	--	Trypsin	0.113	223	10	429.563	1	2010	sm/tb
1QB1	Trypsin	Trypsin	--	Trypsin	0.124	223	11	566.564	0	2010	sm/tb
1G36	Trypsin	Trypsin	--	Trypsin	0.125	223	8	424.528	1	2010	sm/tb
2BZA	Trypsin	Trypsin	--	Trypsin	0.125	223	1	108.163	1	2010	sm/tb
1F0U	Trypsin	Trypsin	--	Trypsin	0.128	223	12	460.576	2	2010	sm/tb
1F0T	Trypsin	Trypsin	--	Trypsin	0.131	223	9	446.531	1	2010	sm/tb
1CE5	Trypsin	Trypsin	--	Trypsin	0.132	223	3	121.162	1	2010	sm/tb
1LQE	Trypsin	Trypsin	--	Trypsin	0.133	223	9	441.576	2	2010	sm/tb
1TPS	Trypsin	Trypsin	--	Trypsin	0.136	223	24	1041.19	0	2010	sm/tb
1C5Q	Trypsin	Trypsin	--	Trypsin	0.143	223	3	303.146	1	2010	sm/tb
1K1M	Trypsin	Trypsin	--	Trypsin	0.153	223	11	508.621	1	2010	sm/tb
1K1L	Trypsin	Trypsin	--	Trypsin	0.177	223	10	467.592	2	2010	sm/tb
1K1J	Trypsin	Trypsin	--	Trypsin	0.183	223	12	523.633	1	2010	sm/tb
1V2V	Trypsin	Trypsin	--	Trypsin	0.191	221	3	121.162	1	2010	sm/tb
1V2J	Trypsin	Trypsin	--	Trypsin	0.226	219	3	121.162	1	2010	sm/tb
1EB2	Trypsin	Trypsin	--	Trypsin	0.237	223	11	469.563	1	2010	sm/tb
1TNH	Trypsin	Trypsin	--	Trypsin	0.253	223	1	126.154	1	2010	sm/tb
1TNG	Trypsin	Trypsin	--	Trypsin	0.263	223	1	114.211	1	2010	sm/tb
1K1I	Trypsin	Trypsin	--	Trypsin	0.265	223	11	508.598	0	2010	sm/tb
1TNK	Trypsin	Trypsin	--	Trypsin	0.265	223	3	136.217	1	2010	sm/tb
1TNL	Trypsin	Trypsin	--	Trypsin	0.265	223	1	134.201	1	2010	sm/tb
1TNJ	Trypsin	Trypsin	--	Trypsin	0.269	223	2	122.19	1	2010	sm/tb
1TNI	Trypsin	Trypsin	--	Trypsin	0.271	223	4	150.244	1	2010	sm/tb
1C5P	Trypsin	Trypsin	--	Trypsin	0.283	223	3	121.162	1	2010	sm/tb
1UTN	Trypsin	Trypsin	--	Trypsin	0.283	223	1	108.163	1	2010	sm/tb
1C5S	Trypsin	Trypsin	--	Trypsin	0.285	223	3	177.25	1	2010	sm/tb
1V2K	Trypsin	Trypsin	--	Trypsin	0.285	221	5	499.033	0	2010	sm/tb
1C5T	Trypsin	Trypsin	--	Trypsin	0.298	223	3	178.238	1	2010	sm/tb
1QB6	Trypsin	Trypsin	--	Trypsin	0.314	223	10	399.4	2	2010	sm/tb
1UTO	Trypsin	Trypsin	--	Trypsin	0.316	223	2	122.19	1	2010	sm/tb
1V2W	Trypsin	Trypsin	--	Trypsin	0.32	219	13	433.508	1	2010	sm/tb
1UTP	Trypsin	Trypsin	--	Trypsin	0.324	222	4	150.244	1	2010	sm/tb
1QBN	Trypsin	Trypsin	--	Trypsin	0.325	223	10	433.423	0	2010	sm/tb
1QB9	Trypsin	Trypsin	--	Trypsin	0.328	223	9	490.628	1	2010	sm/tb
1V2R	Trypsin	Trypsin	--	Trypsin	0.335	221	13	433.508	1	2010	sm/tb
1C1R	Trypsin	Trypsin	--	Trypsin	0.337	223	5	291.336	1	2010	sm/tb
1V2U	Trypsin	Trypsin	--	Trypsin	0.34	215	3	121.162	1	2010	sm/tb
1V2M	Trypsin	Trypsin	--	Trypsin	0.359	219	3	121.162	1	2010	sm/tb
1V2N	Trypsin	Trypsin	--	Trypsin	0.368	219	10	374.486	2	2010	sm/tb
1V2O	Trypsin	Trypsin	--	Trypsin	0.375	219	13	433.508	1	2010	sm/tb
1V2Q	Trypsin	Trypsin	--	Trypsin	0.379	219	13	433.508	1	2010	sm/tb
1V2T	Trypsin	Trypsin	--	Trypsin	0.387	219	13	433.508	1	2010	sm/tb
1V2L	Trypsin	Trypsin	--	Trypsin	0.39	220	3	121.162	1	2010	sm/tb
1V2S	Trypsin	Trypsin	--	Trypsin	0.398	218	3	121.162	1	2010	sm/tb
1QL7	Trypsin	Trypsin	--	Trypsin	0.424	223	5	499.033	0	2010	sm/tb
2BM2	Tryptase	Tryptase	--	--	--	--	7	400.544	1	2012	sm/tb
2ZEC	Tryptase	Tryptase	--	--	--	--	--	--	--	2021	CC
1A5S	Tryptophan_Synthase	Tryptophan_Synthase	--	Tryptophan_Synthase 	0	258	5	271.185	-2	2010	sm/tb
1CX9	Tryptophan_Synthase	Tryptophan_Synthase	--	Tryptophan_Synthase	0.302	258	7	259.266	-2	2010	sm/tb
1K7E	Tryptophan_Synthase	Tryptophan_Synthase	--	Tryptophan_Synthase	0.335	255	5	231.231	-1	2012	sm/tb
1K3U	Tryptophan_Synthase	Tryptophan_Synthase	--	Tryptophan_Synthase	0.341	258	7	288.26	-2	2012	sm/tb
1CW2	Tryptophan_Synthase	Tryptophan_Synthase	--	Tryptophan_Synthase	0.343	258	7	276.25	-2	2010	sm/tb
1C9D	Tryptophan_Synthase	Tryptophan_Synthase	--	Tryptophan_Synthase	0.402	258	7	278.241	-2	2010	sm/tb
1C8V	Tryptophan_Synthase	Tryptophan_Synthase	--	Tryptophan_Synthase	0.428	258	7	258.235	-2	2010	sm/tb
1OWE	Urokinase	Urokinase	--	--	--	--	6	290.345	1	2012	sm/tb
1SQT	Urokinase	Urokinase-type_plasminogen_activator	--	--	--	--	--	--	--	2021	CC
2P2I	VEGFR2_Kinase	VEGFR2_Kinase	--	--	--	--	--	--	--	2021	CC
1Y6B	VEGFR2_Kinase	VEGFR2_Kinase	--	--	--	--	8	476.556	0	2012	sm/tb
1DB1	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor 	0	250	11	416.644	0	2012	sm/tb
1TXI	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.071	250	10	400.602	0	2012	sm/tb
1S19	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.094	250	11	412.613	0	2012	sm/tb
1S0Z	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.115	250	14	454.693	0	2012	sm/tb
2HB8	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.189	250	11	430.671	0	2012	sm/tb
2HB7	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.223	250	15	474.724	0	2012	sm/tb
3A3Z	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.226	250	8	426.596	0	2012	sm/tb
1IE8	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.227	250	14	460.697	0	2012	sm/tb
3AFR	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.228	250	11	416.644	0	2012	sm/tb
2HAS	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.238	246	14	474.724	0	2012	sm/tb
3CS4	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.238	250	8	237.235	-1	2012	sm/tb
1IE9	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.244	250	11	416.644	0	2012	sm/tb
3A2I	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.259	247	8	426.596	0	2012	sm/tb
2HAR	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.264	246	16	490.724	0	2012	sm/tb
3A40	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.271	250	9	458.681	0	2012	sm/tb
2HAM	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.277	246	13	458.725	0	2012	sm/tb
3A2J	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.28	247	8	426.596	0	2012	sm/tb
1RK3	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.411	231	11	416.644	0	2012	sm/tb
1RKG	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.423	231	7	344.537	0	2012	sm/tb
2ZLC	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.429	228	16	494.736	0	2012	sm/tb
2ZL9	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.431	229	15	458.638	0	2012	sm/tb
3A78	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.432	229	9	458.681	0	2012	sm/tb
1RKH	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.439	231	11	418.66	0	2012	sm/tb
2ZLA	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.444	228	16	494.736	0	2012	sm/tb
2O4R	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.456	232	11	414.628	0	2012	sm/tb
3A2H	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.457	230	13	430.671	0	2012	sm/tb
1RJK	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.464	232	11	416.644	0	2012	sm/tb
2ZMJ	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.47	226	12	520.796	0	2012	sm/tb
2ZMH	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.476	229	5	426.313	0	2012	sm/tb
2ZMI	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.487	231	11	506.769	0	2012	sm/tb
2ZXN	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.492	228	13	430.671	0	2012	sm/tb
2ZFX	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.508	230	6	366.425	0	2012	sm/tb
2ZXM	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.519	229	13	534.823	0	2012	sm/tb
2HBH	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.547	225	8	394.554	0	2012	sm/tb
2HC4	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.55	227	11	416.644	0	2012	sm/tb
3DR1	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.566	224	11	574.44	0	2012	sm/tb
3CS6	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.574	226	9	444.655	0	2012	sm/tb
2HCD	Vitamin_D_Nuclear_Receptor	Vitamin_D_Nuclear_Receptor	--	Vitamin_D_Nuclear_Receptor	0.597	227	16	502.778	0	2012	sm/tb
1EBG	Yeast_Enolase	Yeast_Enolase	--	--	0	436	3	152.023	-3	2010	sm/tb
6ENL	Yeast_Enolase	Yeast_Enolase	--	--	0.671	390	3	153.008	-3	2010	sm/tb
5ENL	Yeast_Enolase	Yeast_Enolase	--	--	0.698	392	5	183.034	-3	2010	sm/tb
